title,collection_id,source_type,chunks,year,authority,url,docId
Kolme- ja enamalapselise pere koolitoetus,kov_services,TEXT,2,,,https://sakuvald.ee/vald-uudised-ja-kontakt/dokumendid-ja-teenused/teenused-ja-toetused,kov::saku-vald::item::saku_vald_benefit_kolme_ja_enamalapselise_pere_koolitoetus
Kolme- ja enamalapselise pere koolitoetus,kov_services,TEXT,2,,,https://valga.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/teenused-ja-toetused/,kov::valga-vald::item::valga_vald_benefit_kolme_lapse_koolitoetus
Kolme- ja enamalapselise pere koolitoetuse e-taotlus,kov_services,TEXT,2,,,https://valga.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/teenused-ja-toetused/,kov::valga-vald::item::valga_vald_form_kolme_lapse_koolitoetuse_e_taotlus
Kolmes omavalitsuses avati kogukondlikud ennetus- ja peretöökeskused,sotsiaaltoo_articles,FILE,6,2019,,,sotsiaaltoo-3-2019-kolmes-omavalitsuses-ennetuskeskused-2019
Kommentaar,sotsiaaltoo_articles,FILE,4,2022,,,sotsiaaltoo-3-2022-kommentaar-iste-kohila-kogemus-2022-3
Kommentaar,sotsiaaltoo_articles,FILE,4,2022,,,sotsiaaltoo-3-2022-kommentaar-sotsiaaltransport-parnumaa-2022-3
Kommentaar: erihoolekande uue ja vana mudeli maksumuse võrdlus,sotsiaaltoo_articles,FILE,4,2021,,,sotsiaaltoo-4-2021-erihoolekanne-maksumuse-vordlus-2021-4
Kommentaar: ukrainlaste kogukond Võrus areneb alles,sotsiaaltoo_articles,FILE,2,2023,,,sotsiaaltoo-1-2023-kommentaar-ukrainlaste-kogukond-vorus-2023-1
Kommentaarid inimõigushariduse artiklile,sotsiaaltoo_articles,FILE,7,2022,,,sotsiaaltoo-1-2022-kommentaarid-inimoigusharidusele-2022-1
"Konfliktivahendus, taastav nõupidamine ja vabatahtlike töö",sotsiaaltoo_articles,FILE,18,2020,,,sotsiaaltoo-4-2020-konfliktivahendus-taastav-nouupidamine-ja-vabatahtlike-too-2020-4
Konsulaarabi,kov_services,TEXT,1,,,https://www.kohtla-jarve.ee,kov::kohtla-jarve-linn::item::kohtla_jarve_linn_resource_konsulaarabi_
Kooli alguse toetus,kov_services,TEXT,2,,,https://rakvere.ee/haridus-ja-noored/haridusvaldkonna-taotlused-ja-toetused/kooli-alguse-toetus,kov::rakvere-linn::item::rakvere_linn_benefit_kooli_alguse_toetus
Kooli alguse toetuse taotlus,kov_services,TEXT,2,,,https://rakvere.ee/sites/default/files/documents/2025-07/Kooli%20alguse%20toetus%20020623.docx,kov::rakvere-linn::item::rakvere_linn_form_kooli_alguse_toetuse_taotlus
Kooli alustamise toetus,kov_services,TEXT,2,,,https://www.poltsamaa.ee/kooli-alustamise-toetus,kov::poltsamaa-vald::item::poltsamaa_vald_benefit_kooli_alustamise_toetus
Kooli alustamise toetus,kov_services,TEXT,1,,,https://www.tyri.ee/sotsiaaltoetused,kov::turi-vald::item::turi_vald_benefit_kooli_alustamise_toetus
Kooli alustamise toetuse taotlus,kov_services,TEXT,1,,,https://www.poltsamaa.ee/vormidjablanketid,kov::poltsamaa-vald::item::poltsamaa_vald_form_kooli_alustamise_toetuse_taotlus
Kooli lõpetamise toetus,kov_services,TEXT,1,,,https://kihnu.ee/pere-sotsiaal-tervishoid/sotsiaalabi/sotsiaaltoetused/,kov::kihnu-vald::item::kihnu_vald_benefit_kooli_lopetamise_toetus
Kooli lõpetamise toetus,kov_services,TEXT,2,,,https://www.lyganuse.ee/sotsiaaltoetused,kov::luganuse-vald::item::luganuse_vald_benefit_kooli_lopetamise_toetus
Kooli lõpetamise toetus,kov_services,TEXT,1,,,https://ruhnu.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/,kov::ruhnu-vald::item::ruhnu_vald_benefit_kooli_lopetamise_toetus
Kooli lõpetamise toetuse avalduse vorm,kov_services,TEXT,1,,,https://www.lyganuse.ee/sotsiaaltoetused,kov::luganuse-vald::item::luganuse_vald_form_kooli_lopetamise_toetuse_avaldus
Kooli mineva lapse toetus,kov_services,TEXT,2,,,https://www.voruvald.ee/toetused-lastega-peredele,kov::voru-vald::item::voru_vald_benefit_kooli_mineva_lapse_toetus
Kooli mineva lapse toetuse taotluse vorm,kov_services,TEXT,1,,,https://atp.amphora.ee/voruvv2017/index.aspx?af=188285&itm=244995,kov::voru-vald::item::voru_vald_form_kooli_mineva_lapse_toetuse_taotlus
Kooli ranitsatoetus,kov_services,TEXT,1,,,https://www.lyganuse.ee/sotsiaaltoetused,kov::luganuse-vald::item::luganuse_vald_benefit_kooli_ranitsatoetus
Kooli toitlustamise toetus,kov_services,TEXT,2,,,https://rakvere.ee/pere-sotsiaal-ja-tervishoid/laste-ja-perede-heaolu/lastega-perede-sotsiaaltoetused,kov::rakvere-linn::item::rakvere_linn_benefit_kooli_toitlustamise_toetus
Kooli õppeaasta alguse toetus,kov_services,TEXT,2,,,https://www.sillamae.ee/et/pere-sotsiaal-ja-tervishoid/sotsiaaltoetused-ja-teenused/sotsiaaltoetused,kov::sillamae-linn::item::sillamae_linn_benefit_kooli_oppeaasta_alguse_toetus
Kooli õppeaasta alguse toetuse taotlus,kov_services,TEXT,1,,,https://www.sillamae.ee/sites/default/files/documents/2025-05/Kooli%20%C3%B5ppeaasta%20alguse%20toetus_taotlus.doc,kov::sillamae-linn::item::sillamae_linn_form_kooli_oppeaasta_alguse_toetus
Kooli- ja lasteaiatoetus,kov_services,TEXT,2,,,https://www.rakverevald.ee/kooli-ja-lasteaiatoetus,kov::rakvere-vald::item::rakvere_vald_benefit_kooli_ja_lasteaiatoetus
"Kooli, lasteaia või lapsehoiu toiduraha ning lasteaia või lapsehoiu kohatasu katmise avaldus",kov_services,TEXT,2,,,https://sakuvald.ee/vald-uudised-ja-kontakt/dokumendid-ja-teenused/teenused-ja-toetused,kov::saku-vald::item::saku_vald_form_toidu_ja_kohatasu_avaldus
"Kooli, lasteaia või lapsehoiu toiduraha ning lasteaia või lapsehoiu kohatasu katmise toetus",kov_services,TEXT,2,,,https://sakuvald.ee/vald-uudised-ja-kontakt/dokumendid-ja-teenused/teenused-ja-toetused,kov::saku-vald::item::saku_vald_benefit_kooli_lasteaia_lapsehoiu_toiduraha_ja_kohatasu_toetus
Koolieelse lasteasutuse kohamaksu ja toiduraha toetus,kov_services,TEXT,1,,,https://www.kastre.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/,kov::kastre-vald::item::kastre_vald_benefit_koolieelse_kohamaksu_toetus
Koolieelse lasteasutuse kohatasu toetus,kov_services,TEXT,2,,,https://rakvere.ee/pere-sotsiaal-ja-tervishoid/laste-ja-perede-heaolu/lastega-perede-sotsiaaltoetused,kov::rakvere-linn::item::rakvere_linn_benefit_koolieelse_lasteasutuse_kohatasu_toetus
Koolieelse lasteasutuse osalustasu soodustuse ja vabastuse taotlus,kov_services,TEXT,2,,,https://www.lyganuse.ee/asjaajamisjuhised-ja-blanketid,kov::luganuse-vald::item::luganuse_vald_form_lasteaia_osalustasu_soodustuse_taotlus
Koolieelse lasteasutuse osalustasu toetus,kov_services,TEXT,2,,,https://keila.ee/taotlused/sotsiaal_tervis/,kov::keila-linn::item::keila_linn_benefit_koolieelse_lasteasutuse_osalustasu_toetus
Koolieelse lasteasutuse toiduraha tasumisest vabastamine,kov_services,TEXT,2,,,https://www.torivald.ee/toiming/koolieelse-lasteasutuse-toiduraha-tasumisest-vabastamise-taotlus,kov::tori-vald::item::tori_vald_benefit_koolieelse_lasteasutuse_toiduraha_vabastus
Koolieelse lasteasutuse toitlustamise toetus,kov_services,TEXT,2,,,https://rakvere.ee/pere-sotsiaal-ja-tervishoid/laste-ja-perede-heaolu/lastega-perede-sotsiaaltoetused,kov::rakvere-linn::item::rakvere_linn_benefit_koolieelse_lasteasutuse_toitlustamise_toetus
Koolieelse lasteasutuse toitlustuskulude osaline hüvitamine,kov_services,TEXT,2,,,https://kohtla-jarve.ee/pere-sotsiaal-ja-tervishoid/toetused-ja-teenused/sotsiaaltoetused/sissetulekust-soltuvad-toetused/,kov::kohtla-jarve-linn::item::kohtla_jarve_linn_benefit_koolieelse_lasteasutuse_toitlustuskulude_toetus
Koolieelse lasteasutuse vanema poolt kaetava osa ja toiduraha toetus,kov_services,TEXT,2,,,https://jarvavald.ee/pere-sotsiaal-ja-tervishoid/sotsiaaltoetused-ja-hoolekanne/sotsiaaltoetused,kov::jarva-vald::item::jarva_vald_benefit_koolieelse_lasteasutuse_toetus
Koolieelsete lasteasutuste lapsevanema osalustasu kompenseerimise vorm,kov_services,TEXT,2,,,https://kanepi.prelive.vportal.ee/sites/default/files/documents/2025-07/Koolieelsete%20lasteasutuste%20lapsevanema%20osalustasu%20kompenseerimine.pdf,kov::kanepi-vald::item::kanepi_vald_form_lasteaia_osalustasu_kompenseerimine
Koolilaste ja noorte vaimne tervis,national_guidelines,FILE,32,2014,,https://peaasi.ee/wp-content/uploads/2014/11/Laste-vaimne-tervis-koolis.pdf,peaasi_ee_koolilaste_ja_noorte_vaimne_tervis
Koolilõpetaja toetus,kov_services,TEXT,2,,,https://otepaa.ee/toiming/koolilopetaja-toetus,kov::otepaa-vald::item::otepaa_vald_benefit_koolilopetaja_toetus
Koolilõpetaja toetuse taotlus,kov_services,TEXT,1,,,https://otepaa.ee/sites/default/files/documents/2025-08/Koolil%C3%B5petaja%20toetus.rtf,kov::otepaa-vald::item::otepaa_vald_form_koolilopetaja_toetus
Koolilõpetamise toetus toimetulekutoetust saanud perekonna lapsele,kov_services,TEXT,2,,,https://viljandi.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/abi-lapsele-ja-perele/,kov::viljandi-linn::item::viljandi_linn_benefit_koolilopetamise_toetus
Koolilõpetamise toetuse taotlus,kov_services,TEXT,1,,,https://viljandi.ee/wp-content/uploads/2025/06/Koolilopetamise-toetuse-taotlus.pdf,kov::viljandi-linn::item::viljandi_linn_form_koolilopetamise_toetus
Koolilõpu toetus,kov_services,TEXT,1,,,https://www.rapina.ee/teenused/sotsiaal-ja-tervishoid/toetused/koolilopu-toetus/,kov::rapina-vald::item::rapina_vald_benefit_koolilopu_toetus
Koolilõuna toetus,kov_services,TEXT,2,,,https://luunja.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/teenused-ja-toetused-laps-ja-pere/,kov::luunja-vald::item::luunja_vald_benefit_koolilouna_toetus
Koolilõuna toetuse taotlus,kov_services,TEXT,1,,,https://luunja.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/teenused-ja-toetused-laps-ja-pere/,kov::luunja-vald::item::luunja_vald_form_koolilouna_toetuse_taotlus
Koolilõunatoetus,kov_services,TEXT,2,,,https://www.kambja.ee/toiming/koolilounatoetus,kov::kambja-vald::item::kambja_vald_benefit_koolilounatoetus
Koolilõunatoetuse taotlus,kov_services,TEXT,1,,,https://www.kambja.ee/toiming/koolilounatoetus,kov::kambja-vald::item::kambja_vald_form_koolilounatoetus_docx
Koolimineku toetus,kov_services,TEXT,2,,,https://www.narva.ee/sotsiaaltoetused/-/asset_publisher/c6DGSHfBeUiA/content/koolimineku-toetus,kov::narva-linn::item::narva_linn_benefit_koolimineku_toetus
Koolimineku toetus,kov_services,TEXT,2,,,https://www.sillamae.ee/et/pere-sotsiaal-ja-tervishoid/sotsiaaltoetused-ja-teenused/sotsiaaltoetused,kov::sillamae-linn::item::sillamae_linn_benefit_koolimineku_toetus
Koolimineku toetus toimetulekutoetust saanud perekonna lapsele,kov_services,TEXT,2,,,https://viljandi.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/abi-lapsele-ja-perele/,kov::viljandi-linn::item::viljandi_linn_benefit_koolimineku_toetus
Koolimineku toetuse taotlus,kov_services,TEXT,1,,,https://www.narva.ee/blanketid-ja-vormid,kov::narva-linn::item::narva_linn_form_koolimineku_toetuse_taotlus
Koolimineku toetuse taotlus,kov_services,TEXT,1,,,https://viljandi.ee/wp-content/uploads/2025/06/KOOLIMINEKU-TOETUSE-TAOTLUS.pdf,kov::viljandi-linn::item::viljandi_linn_form_koolimineku_toetus
Koolimineku toetuse taotlus 1. klassi lapsele,kov_services,TEXT,1,,,https://www.sillamae.ee/sites/default/files/documents/2025-05/Koolimineku%20toetus_1.klass_taotlus.doc,kov::sillamae-linn::item::sillamae_linn_form_koolimineku_toetus
Koolipsühholoogide nõuandeliin 1226,kov_services,TEXT,1,,,https://luunja.ee/haridus-kultuur-kogukonnad/haridus/luunja-valla-tugikeskus/,kov::luunja-vald::item::luunja_vald_resource_koolipsuhholoogide_nouandeliin
Koolisõidu toetus,kov_services,TEXT,2,,,https://sakuvald.ee/vald-uudised-ja-kontakt/dokumendid-ja-teenused/teenused-ja-toetused,kov::saku-vald::item::saku_vald_benefit_koolisoidu_toetus
Koolisõidutoetus,kov_services,TEXT,2,,,https://laaneharju.ee/koolisoidutoetus,kov::laane-harju-vald::item::laane_harju_vald_benefit_koolisoidutoetus
Koolisõidutoetus,kov_services,TEXT,2,,,https://tartuvald.ee/toiming/koolisoidutoetus,kov::tartu-vald::item::tartu_vald_benefit_koolisoidutoetus
Koolisõidutoetuse taotlus,kov_services,TEXT,1,,,https://laaneharju.ee/et_EE/asjaajamisjuhised-ja-blanketid,kov::laane-harju-vald::item::laane_harju_vald_form_koolisoidutoetuse_taotlus
Koolitarvete ja kooliriiete toetus,kov_services,TEXT,2,,,https://www.alutagusevald.ee/toiming/koolitarvete-ja-kooliriiete-toetus,kov::alutaguse-vald::item::alutaguse_vald_benefit_koolitarvete_kooliriiete_toetus
Koolitee alustamise toetus,kov_services,TEXT,2,,,https://saarde.ee/haridus-noored/taotlused-ja-toetused/koolitee-alustamise-toetus,kov::saarde-vald::item::saarde_vald_benefit_koolitee_alustamise_toetus
Koolitee alustamise toetus,kov_services,TEXT,1,,,https://www.torivald.ee/toiming/koolitee-alustamise-toetuse-taotlemine,kov::tori-vald::item::tori_vald_benefit_koolitee_alustamise_toetus
Koolitoetus,kov_services,TEXT,2,,,https://anija.ee/pere-sotsiaal-ja-tervishoid/toetused-ja-teenused/peretoimingud-ja-sotsiaaltoetused/,kov::anija-vald::item::anija_vald_benefit_koolitoetus
Koolitoetus,kov_services,TEXT,2,,,https://joelahtme.ee/koolitoetus,kov::joelahtme-vald::item::joelahtme_vald_benefit_koolitoetus
Koolitoetus,kov_services,TEXT,1,,,https://www.kastre.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/,kov::kastre-vald::item::kastre_vald_benefit_koolitoetus
Koolitoetus,kov_services,TEXT,2,,,https://narva-joesuu.ee/sotsiaaltoetused,kov::narva-joesuu-linn::item::narva_joesuu_linn_benefit_koolitoetus
Koolitoetus,kov_services,TEXT,2,,,https://www.poltsamaa.ee/koolitoetus,kov::poltsamaa-vald::item::poltsamaa_vald_benefit_koolitoetus
Koolitoetus,kov_services,TEXT,2,,,https://polva.ee/perekond-sotsiaalabi-ja-tervishoid/sotsiaaltoetused-ja-teenused/,kov::polva-vald::item::polva_vald_benefit_koolitoetus
Koolitoetus,kov_services,TEXT,2,,,https://www.rapina.ee/teenused/sotsiaal-ja-tervishoid/toetused/koolitoetus/,kov::rapina-vald::item::rapina_vald_benefit_koolitoetus
Koolitoetus,kov_services,TEXT,2,,,https://sakuvald.ee/vald-uudised-ja-kontakt/dokumendid-ja-teenused/teenused-ja-toetused,kov::saku-vald::item::saku_vald_benefit_koolitoetus
Koolitoetus,kov_services,TEXT,2,,,https://tartuvald.ee/toiming/sissetulekust-soltuvad-toetused,kov::tartu-vald::item::tartu_vald_benefit_koolitoetus
Koolitoetus,kov_services,TEXT,2,,,https://v-maarja.ee/koolitoetuse-taotlemine,kov::vaike-maarja-vald::item::vaike_maarja_vald_benefit_koolitoetus
Koolitoetus – õppetoetus,kov_services,TEXT,2,,,https://kihnu.ee/pere-sotsiaal-tervishoid/sotsiaalabi/sotsiaaltoetused/,kov::kihnu-vald::item::kihnu_vald_benefit_koolitoetus_oppetoetus
Koolitoetus eestkostel või peres hooldamisel olevale lapsele,kov_services,TEXT,2,,,https://harku.ee/pere-sotsiaal-ja-tervishoid/pere-ja-lapsed/toetused-peredele,kov::harku-vald::item::harku_vald_benefit_koolitoetus_eestkostel_või_peres_hooldamisel
Koolitoetus ehk esimesse klassi mineva lapse toetus,kov_services,TEXT,2,,,https://www.narva.ee/sotsiaaltoetused/-/asset_publisher/c6DGSHfBeUiA/content/esimesse-klassi-mineva-lapse-toetus,kov::narva-linn::item::narva_linn_benefit_koolitoetus
Koolitoetus esimesse klassi minevale lapsele,kov_services,TEXT,1,,,https://nvv.ee/sotsiaaltoetused1,kov::noo-vald::item::noo_vald_benefit_koolitoetus
Koolitoetus gümnaasiumi õpilastele,kov_services,TEXT,1,,,https://ruhnu.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/,kov::ruhnu-vald::item::ruhnu_vald_benefit_koolitoetus_gumnaasiumi_opilastele
Koolitoetus kultuuri- ja spordiüritustel osalemiseks,kov_services,TEXT,2,,,https://harku.ee/pere-sotsiaal-ja-tervishoid/toimetulek/toetused-vahekindlustatud-isikutele-ja-peredele,kov::harku-vald::item::harku_vald_benefit_kultuuri_ja_spordiuritused
"Koolitoetus peredele, kus õpib vähemalt kaks last",kov_services,TEXT,2,,,https://harku.ee/pere-sotsiaal-ja-tervishoid/toimetulek/toetused-vahekindlustatud-isikutele-ja-peredele,kov::harku-vald::item::harku_vald_benefit_koolitoetus_vahemalt_kaks_last
"Koolitoetus peredele, kus õpib vähemalt üks laps",kov_services,TEXT,2,,,https://harku.ee/pere-sotsiaal-ja-tervishoid/toimetulek/toetused-vahekindlustatud-isikutele-ja-peredele,kov::harku-vald::item::harku_vald_benefit_koolitoetus_vahemalt_üks_laps
Koolitoetus põhikooli või gümnaasiumi lõpetamisel,kov_services,TEXT,2,,,https://harku.ee/pere-sotsiaal-ja-tervishoid/toimetulek/toetused-vahekindlustatud-isikutele-ja-peredele,kov::harku-vald::item::harku_vald_benefit_koolitoetus_lopetamisel
Koolitoetus vähekindlustatud peredele,kov_services,TEXT,2,,,https://www.lyganuse.ee/sotsiaaltoetused,kov::luganuse-vald::item::luganuse_vald_benefit_koolitoetus_vahekindlustatud_peredele
Koolitoetus üliõpilastele,kov_services,TEXT,1,,,https://ruhnu.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/,kov::ruhnu-vald::item::ruhnu_vald_benefit_koolitoetus_uliopilastele
Koolitoetuse e-taotlus SPOKUs,kov_services,TEXT,1,,,https://joelahtme.ee/blanketid,kov::joelahtme-vald::item::joelahtme_vald_form_koolitoetus_spoku
Koolitoetuse taotlus,kov_services,TEXT,2,,,https://narva-joesuu.ee/documents/2032937//taotlus%2Bkoolitoetuse%2Bm%C3%A4%C3%A4ramiseks.doc/f14e4489-754e-43df-b1f7-b47ff9eeee8f,kov::narva-joesuu-linn::item::narva_joesuu_linn_form_koolitoetuse_taotlus
Koolitoetuse taotlus,kov_services,TEXT,1,,,https://www.narva.ee/blanketid-ja-vormid,kov::narva-linn::item::narva_linn_form_koolitoetuse_taotlus
Koolitoetuse taotlus ARNO-s,kov_services,TEXT,1,,,https://www.johvi.ee/pere-sotsiaal-ja-tervishoid/teenused-ja-toetused/sotsiaaltoetused/,kov::johvi-vald::item::johvi_vald_form_koolitoetuse_evorm_arno
Koolitoidu toetus,kov_services,TEXT,2,,,https://kehtna.ee/wp-content/uploads/2025/02/AVALDUS_sotsiaaltoetuse_taotlemiseks.pdf,kov::kehtna-vald::item::kehtna_vald_benefit_koolitoidu_toetus
Koolitranspordi toetus puudega lapsele,kov_services,TEXT,2,,,https://sauevald.ee/pere-sotsiaal-ja-tervishoid/toetused-ja-teenused/toetused-lastele,kov::saue-vald::item::saue_vald_benefit_koolitranspordi_toetus_puudega_lapsele
Koolitus „Koostöös lapse heaks” toetab kohalikke koostöövõrgustikke,sotsiaaltoo_articles,FILE,15,2019,,,sotsiaaltoo-1-2019-koostoos-lapse-heaks-koolitus-2019
Koolituse ja teenuste arendaja Marju Medar: „Sotsiaaltööl pole piire!“,sotsiaaltoo_articles,FILE,21,2023,,,sotsiaaltoo-3-2023-koolituse-ja-teenuste-arendaja-marju-medar-sotsiaaltool-pole-piire-2023-3
Koolitöötajad jms toetav süsteemne lähenemine,national_guidelines,FILE,87,2022,,https://harno.ee/sites/default/files/documents/2022-01/Koolitootajad%20jms%20toetav%20s%C3%BCsteemne%20lahenemine_abimaterjal_kujundatud.pdf,harno_koolitootajad_jms_toetav_susteemne_lahenemine
Koosloome ja koostöö Kagu-Eesti sotsiaalvaldkonna arenguprogrammis,sotsiaaltoo_articles,FILE,16,2025,,,sotsiaaltoo-1-2025-koosloome-ja-koostoo-kagu-eesti-sotsiaalvaldkonna-arenguprogrammis-2025-1
Kopsuvähi patsiendi teekonnast andmeanalüüsi põhjal,sotsiaaltoo_articles,FILE,22,2025,,,sotsiaaltoo-2-2025-kopsuvahi-patsiendi-teekonnast-andmeanaluusi-pohjal-2025-2
Korteriühistu nõusolek,kov_services,TEXT,1,,,https://nvv.ee/documents/1432271//Korteri%C3%BChistu%2Bn%C3%B5usolek.pdf/de1e1f1b-8bc0-4b42-9e43-44b983b86185,kov::noo-vald::item::noo_vald_form_korteriuhistu_nousolek
Kose Sotsiaal- ja Hariduse Tugiteenuste Keskus,kov_services,TEXT,2,,,https://www.kosevald.ee/hallatavad-asutused,kov::kose-vald::item::kose_vald_resource_kose_sotsiaal_ja_hariduse_tugiteenuste_keskus
Kose vald sotsiaalteenused ja toetused,kov_services,TEXT,51,,,https://www.kosevald.ee/,kov::kose-vald::bundle
Kose valla SPOKU e-taotluste keskkond,kov_services,TEXT,2,,,https://www.kosevald.ee/toetused-eakad-ja-taiskasvanud,kov::kose-vald::item::kose_vald_form_spoku_e_taotlused
Kose Vallavalitsus,kov_services,TEXT,1,,,https://www.kosevald.ee/kontakt,kov::kose-vald::item::kose_vald_contact_kose_vallavalitsus
KOV sotsiaaltoetuse taotlus,kov_services,TEXT,2,,,https://haademeeste.ee/sites/default/files/documents/2026-02/KOV%20sotsiaaltoetuse%20taotlus.docx,kov::haademeeste-vald::item::haademeeste_vald_form_kov_sotsiaaltoetuse_taotlus
"Kovisioon – hea võimalus, kuidas toetada sotsiaalvaldkonna töötajaid",sotsiaaltoo_articles,FILE,13,2017,,,sotsiaaltoo-4-2017-kovisioon-hea-voimalus-toetada-sotsiaalvaldkonna-tootajaid-2017
Kriisi ennetamine,organization_materials,FILE,13,,,https://www.astangu.ee/sites/default/files/media/To%CC%88o%CC%88vahend_5_Moodul-1-Kriisi_ennetamine.pdf,astangu_kriisi_ennetamine
Kriisi- ja hädaabikontaktid,kov_services,TEXT,1,,,https://keila.ee/tahtsad-kontaktid/,kov::keila-linn::item::keila_linn_resource_kriisi_ja_hadaabikontaktid
Kriisi- ja ohvriabi telefonid,kov_services,TEXT,1,,,https://rapla.ee/pere-sotsiaal-ja-tervishoid/laps-ja-pere/lastekaitsetoo/,kov::rapla-vald::item::rapla_vald_resource_kriisi_ja_ohvriabi_telefonid
Kriisi- ja tugiliinid,kov_services,TEXT,1,,,https://kanepi.ee/pere-sotsiaal-ja-tervishoid/tervis/muud-abivoimalused,kov::kanepi-vald::item::kanepi_vald_resource_kriisi_ja_tugiliinid
Kriisiabi,kov_services,TEXT,1,,,https://laaneharju.ee/sotsiaalteenused,kov::laane-harju-vald::item::laane_harju_vald_service_kriisiabi
Kriisiabi,kov_services,TEXT,1,,,https://nvv.ee/sotsiaaltoetused1,kov::noo-vald::item::noo_vald_benefit_kriisiabi
Kriisiabi,kov_services,TEXT,2,,,https://tartuvald.ee/toiming/kriisiabi,kov::tartu-vald::item::tartu_vald_benefit_kriisiabi
Kriisiabi ja juhised,kov_services,TEXT,1,,,https://saarde.ee/elanikkonnakaitse/kriisideks-valmisolek/kriisiabi-ja-juhised,kov::saarde-vald::item::saarde_vald_resource_kriisiabi_ja_juhised
Kriisiabi nõustamine,kov_services,TEXT,2,,,https://www.tallinn.ee/et/teenused/kriisiabi-noustamine,kov::tallinn::item::tallinn_service_kriisiabi_noustamine
"Kriisiabi, hädaabinumbrid ja tugiliinid",kov_services,TEXT,1,,,https://www.rakverevald.ee/kodanikukaitse,kov::rakvere-vald::item::rakvere_vald_resource_kriisiabi_ja_tugiliinid
"Kriisiabi, sh laste leinalaagris osalemine",kov_services,TEXT,1,,,https://rae.ee/pere-sotsiaal-ja-tervis/sotsiaalteenused/muud-taiendavad-sotsiaalteenused,kov::rae-vald::item::rae_vald_service_kriisiabi
Kriisiaeg on pannud otsima uusi lahendusi,sotsiaaltoo_articles,FILE,5,2020,,,sotsiaaltoo-2-2020-kriisiaeg-on-pannud-otsima-uusi-lahendusi-2020-2
Kriisideks valmisoleku kontaktide meelespea,kov_services,TEXT,1,,,https://loksalinn.ee/linn-uudised-ja-kontakt/korrakaitse-ja-turvalisus/kriisideks-valmisolek/,kov::loksa-linn::item::loksa_linn_resource_kriisivalmiduse_kontaktid
Kriisiinfotelefon,kov_services,TEXT,1,,,https://www.kohtla-jarve.ee,kov::kohtla-jarve-linn::item::kohtla_jarve_linn_resource_kriisiinfotelefon_
Kriisikaart kui võimalus vaimse tervise kriise ennetada ja juhtida,sotsiaaltoo_articles,FILE,15,2020,,,sotsiaaltoo-1-2020-kriisikaart-ennetamine-ja-juhtimine-2020-1
Kriisikontaktid,kov_services,TEXT,1,,,https://saarde.ee/elanikkonnakaitse/kriisiinfo/kriisikontaktid,kov::saarde-vald::item::saarde_vald_resource_kriisikontaktid
Kriisikontaktid,kov_services,TEXT,1,,,https://vormsi.ee/kriisideks-valmisolek/,kov::vormsi-vald::item::vormsi_vald_resource_kriisikontaktid
Kriisikontaktid ja hädaabinumbrid,kov_services,TEXT,1,,,https://www.rapina.ee/kriisiabi-ja-varjumine/,kov::rapina-vald::item::rapina_vald_resource_kriisikontaktid
Kriisikontaktid ja riiklikud abitelefonid,kov_services,TEXT,1,,,https://muhu.ee,kov::muhu-vald::item::muhu_vald_resource_kriisikontaktid
Kriisiolukorra või õnnetusjuhtumi toetuse taotlus,kov_services,TEXT,1,,,https://www.kambja.ee/toetus-kriisiolukorra-voi-onnetusjuhtumi-korral,kov::kambja-vald::item::kambja_vald_form_kriisi_toetus_docx
Kriisitoetus,kov_services,TEXT,1,,,https://www.kuusalu.ee/sotsiaaltoetused,kov::kuusalu-vald::item::kuusalu_vald_benefit_kriisitoetus
Kriisitoetus,kov_services,TEXT,2,,,https://kov.torva.ee/toiming/kriisitoetus,kov::torva-vald::item::torva_vald_benefit_kriisitoetus
Kriisivalmidus,kov_services,TEXT,1,,,https://ruhnu.ee/vald-uudised-ja-kontakt/kogukond/kriisivalmidus/,kov::ruhnu-vald::item::ruhnu_vald_resource_kriisivalmidus
Krista Kool,kov_services,TEXT,1,,,https://www.johvi.ee/vald-uudised-ja-kontakt/uudised-ja-kontakt/kontaktid/,kov::johvi-vald::item::johvi_vald_contact_krista_kool
Krista Levina,kov_services,TEXT,1,,,https://haapsalu.ee/linn-uudised-ja-kontakt/kontakt/,kov::haapsalu-linn::item::haapsalu_linn_contact_krista_levina
Krista Lindmäe,kov_services,TEXT,1,,,https://www.pparnumaa.ee/pere-sotsiaal-ja-tervishoid/kontakt/teenistujad,kov::pohja-parnumaa-vald::item::pohja_parnumaa_vald_contact_krista_lindmae
Krista Palk,kov_services,TEXT,1,,,https://www.torivald.ee/pere-sotsiaal-ja-tervishoid/kontaktid,kov::tori-vald::item::tori_vald_contact_krista_palk
